report_name,report_token,report_url,space_name,owner,creator,last_run_at,days_since_last_run,is_archived,query_count,data_source_count,purity,pure_source,data_sources,has_dead_source
[OFFICIAL ECOOLTRA] MONTHLY KPIS FOR COOLTRA GROUP REPORTING,fb3f9451fa4d,https://app.mode.com/editor/ecooltra706/reports/fb3f9451fa4d,++ City Managers,ecooltra706,lluiscarreras,2023-05-01T05:08:23.490Z,1140,no,35,1,pure,EF_postgresql_backup,EF_postgresql_backup,no
Mobility infographic - multicity,5b19e2878cc0,https://app.mode.com/editor/ecooltra706/reports/5b19e2878cc0,[ZEUS] City Managers,ecooltra706,fabiofacchini,2023-05-02T12:30:06.936Z,1139,no,15,1,pure,ZEUS - PRO,ZEUS - PRO,no
Clone of [ZEUS] [OPS] Automatized KPIs,e9d5e010cfd0,https://app.mode.com/editor/ecooltra706/reports/e9d5e010cfd0,Personal,ecooltra706,estebanprieto,2023-05-08T07:17:22.389Z,1133,no,29,1,pure,ZEUS - PRO,ZEUS - PRO,no
Reserves Validation,04d62e3bd9f8,https://app.mode.com/editor/ecooltra706/reports/04d62e3bd9f8,Personal,ecooltra706,estebanprieto,2023-05-12T11:23:52.545Z,1129,no,3,2,mixed,,ETENDO PRO Replica lectura; ZEUS - PRO,no
"Users activated/suspended with no ""DL category""",69cc26c54271,https://app.mode.com/editor/ecooltra706/reports/69cc26c54271,[ZEUS] HQ Customer Service,ecooltra706,omarimon,2023-05-12T13:38:50.343Z,1128,no,1,1,pure,ZEUS - PRO,ZEUS - PRO,no
[ZEUS] Last operators that have closed work units on a vehicle,2c4875e11cbf,https://app.mode.com/editor/ecooltra706/reports/2c4875e11cbf,[ZEUS] City Managers,ecooltra706,lluiscarreras,2023-05-23T07:52:30.676Z,1118,no,2,1,pure,ZEUS - PRO,ZEUS - PRO,no
B2C Revenue broken down by product category,6666d8bf3b0a,https://app.mode.com/editor/ecooltra706/reports/6666d8bf3b0a,OB,ecooltra706,lluiscarreras,2023-06-08T07:45:03.402Z,1102,no,5,1,pure,ETENDO PRO Replica lectura,ETENDO PRO Replica lectura,no
Test - 27/06/2023,943e5b45d515,https://app.mode.com/editor/ecooltra706/reports/943e5b45d515,Personal,ecooltra706,modehq,2023-06-27T08:07:35.663Z,1083,no,1,1,pure,ZEUS - PRO,ZEUS - PRO,no
[GROUP] Monthly Revenue per Region (with BBPP and Forecast),6b7259bffde3,https://app.mode.com/editor/ecooltra706/reports/6b7259bffde3,OB,ecooltra706,kseniya,2023-07-06T08:30:34.504Z,1074,no,7,2,mixed,,EF_postgresql; ETENDO PRO Replica lectura,no
Clone of Users with expired driver license,41cdf2471172,https://app.mode.com/editor/ecooltra706/reports/41cdf2471172,Personal,ecooltra706,estebanprieto,2023-07-13T16:22:56.231Z,1066,no,5,2,mixed,,EF_postgresql; ZEUS - PRO,no
Queries Validation,8931b03686e3,https://app.mode.com/editor/ecooltra706/reports/8931b03686e3,Personal,ecooltra706,estebanprieto,2023-07-13T16:25:59.680Z,1066,no,11,2,mixed,,ETENDO PRO Replica lectura; ZEUS - PRO,no
Bloomreach Dani,c623acf154d9,https://app.mode.com/editor/ecooltra706/reports/c623acf154d9,Personal,ecooltra706,modecs,2023-07-26T11:43:37.581Z,1054,no,18,1,pure,ZEUS - PRO,ZEUS - PRO,no
,61f995cd7fe9,https://app.mode.com/editor/ecooltra706/reports/61f995cd7fe9,Personal,ecooltra706,modecs,2023-07-25T16:32:54.769Z,1054,no,18,1,pure,ZEUS - PRO,ZEUS - PRO,no
,3140a06551e0,https://app.mode.com/editor/ecooltra706/reports/3140a06551e0,Personal,ecooltra706,modecs,2023-07-28T12:18:40.415Z,1052,no,1,1,pure,ZEUS - PRO,ZEUS - PRO,no
Revenue per delegation,b4af1c63adf0,https://app.mode.com/editor/ecooltra706/reports/b4af1c63adf0,OB,ecooltra706,lluiscarreras,2023-08-01T11:45:48.196Z,1048,no,4,1,pure,ETENDO PRO Replica lectura,ETENDO PRO Replica lectura,no
Data Check - Invoiced Amount,c959c9deef5f,https://app.mode.com/editor/ecooltra706/reports/c959c9deef5f,Personal,ecooltra706,estebanprieto,2023-08-09T16:23:12.336Z,1039,no,2,1,pure,ZEUS - PRO,ZEUS - PRO,no
Bloomreach imports,890db891e956,https://app.mode.com/editor/ecooltra706/reports/890db891e956,DATA,ecooltra706,fabiofacchini,2023-09-05T16:10:39.497Z,1012,no,22,1,pure,ZEUS - PRO,ZEUS - PRO,no
Geolocation of a vehicle in a given timestamp,82663fb1368b,https://app.mode.com/editor/ecooltra706/reports/82663fb1368b,[ZEUS] City Managers,ecooltra706,lluiscarreras,2023-09-22T15:08:55.574Z,995,no,3,1,pure,ZEUS - PRO,ZEUS - PRO,no
,b516c6b7d04c,https://app.mode.com/editor/ecooltra706/reports/b516c6b7d04c,Personal,ecooltra706,modecs,2023-10-09T08:58:11.575Z,979,no,18,1,pure,ZEUS - PRO,ZEUS - PRO,no
,1b1c001a5676,https://app.mode.com/editor/ecooltra706/reports/1b1c001a5676,Personal,ecooltra706,estebanprieto,2023-10-10T15:07:19.138Z,977,no,3,2,mixed,,ETENDO PRO Replica lectura; ZEUS - PRO,no
,40ef6940824e,https://app.mode.com/editor/ecooltra706/reports/40ef6940824e,Personal,ecooltra706,lluiscarreras,2023-10-18T10:00:11.951Z,970,no,2,1,pure,ZEUS - PRO,ZEUS - PRO,no
[ZEUS][CS] Quarterly Rentals,b94c12835ab4,https://app.mode.com/editor/ecooltra706/reports/b94c12835ab4,[ZEUS] HQ Customer Service,ecooltra706,lluiscarreras,2023-10-31T09:09:00.407Z,957,no,2,1,pure,ZEUS - PRO,ZEUS - PRO,no
[WIP] User's State model,bfd79ba51c3a,https://app.mode.com/editor/ecooltra706/reports/bfd79ba51c3a,[ZEUS] Understand users,ecooltra706,fabiofacchini,2023-10-31T16:34:39.275Z,956,no,6,2,mixed,,Snowflake; ZEUS - PRO,no
Datos de contabilidad - Amortización de Activos,034608a9a94f,https://app.mode.com/editor/ecooltra706/reports/034608a9a94f,Personal,ecooltra706,lluiscarreras,2023-11-08T09:06:33.762Z,949,no,7,1,pure,Snowflake,Snowflake,no
,aaa89b76630d,https://app.mode.com/editor/ecooltra706/reports/aaa89b76630d,Personal,ecooltra706,modecs,2023-11-14T12:45:12.924Z,942,no,22,1,pure,ZEUS - PRO,ZEUS - PRO,no
[ETENDO] Facturas proveedor con mismo numero en 2023,f5d050985930,https://app.mode.com/editor/ecooltra706/reports/f5d050985930,[ETENDO] Finanzas,ecooltra706,omarimon,2023-11-16T15:54:20.824Z,940,no,4,1,pure,ETENDO PRO Replica lectura,ETENDO PRO Replica lectura,no
Heatmap of rentals,2618c4debc79,https://app.mode.com/editor/ecooltra706/reports/2618c4debc79,[ZEUS] City Managers,ecooltra706,lluiscarreras,2023-11-23T08:55:48.362Z,934,no,5,2,mixed,,EF_postgresql; ZEUS - PRO,no
,15ce99827fe9,https://app.mode.com/editor/ecooltra706/reports/15ce99827fe9,Personal,ecooltra706,modecs,2023-12-01T14:27:51.046Z,925,no,6,1,pure,ZEUS - PRO,ZEUS - PRO,no
[ZEUS] AUDIT USERS,7ba5d5572934,https://app.mode.com/editor/ecooltra706/reports/7ba5d5572934,[ZEUS] Audit Users,ecooltra706,omarimon,2023-12-13T05:36:24.289Z,914,no,9,2,mixed,,Snowflake; ZEUS - PRO,no
[ZEUS] [US/ALL] Unused Scooters,d82873031c9f,https://app.mode.com/editor/ecooltra706/reports/d82873031c9f,[ZEUS] City Managers,ecooltra706,fabiofacchini,2023-12-18T08:09:34.331Z,909,no,9,1,pure,ZEUS - PRO,ZEUS - PRO,no
Lost vehicles Paris,9e367e463a74,https://app.mode.com/editor/ecooltra706/reports/9e367e463a74,[ZEUS] City Managers,ecooltra706,fabiofacchini,2023-12-18T13:09:37.128Z,908,no,3,1,pure,ZEUS - PRO,ZEUS - PRO,no
[WIP] Events timeline,496b800d4670,https://app.mode.com/editor/ecooltra706/reports/496b800d4670,[ZEUS] Understand users,ecooltra706,fabiofacchini,2023-12-19T16:32:37.707Z,907,no,15,1,pure,Snowflake,Snowflake,no
[ETENDO] Bookings - Cuponcode analysis,2dd9d282e43b,https://app.mode.com/editor/ecooltra706/reports/2dd9d282e43b,[ETENDO] B2C,ecooltra706,omarimon,2023-12-29T09:27:33.973Z,898,no,3,1,pure,ETENDO PRO Replica lectura,ETENDO PRO Replica lectura,no
Control de amortizaciones,92581b9c07c2,https://app.mode.com/editor/ecooltra706/reports/92581b9c07c2,[ETENDO] Finanzas,ecooltra706,lluiscarreras,2024-01-09T15:05:51.024Z,886,no,2,2,mixed,,ETENDO PRO Replica lectura; Snowflake,no
[WIP] Events timeline metrics,39ffd605d445,https://app.mode.com/editor/ecooltra706/reports/39ffd605d445,[ZEUS] Understand users,ecooltra706,fabiofacchini,2024-01-11T09:18:01.215Z,885,no,3,2,mixed,,Snowflake; ZEUS - PRO,no
Dormant analysis,69fc2f3c54ed,https://app.mode.com/editor/ecooltra706/reports/69fc2f3c54ed,Personal,ecooltra706,lluiscarreras,2024-01-11T13:19:17.220Z,884,no,7,2,mixed,,EF_postgresql; ZEUS - PRO,no
New riders de cada ciudad,a3e37689a542,https://app.mode.com/editor/ecooltra706/reports/a3e37689a542,DATA,ecooltra706,fabiofacchini,2024-01-15T09:56:59.573Z,881,no,10,1,pure,ZEUS - PRO,ZEUS - PRO,no
[ZEUS] [OFFICIAL] PROBLEM REPORTS,9387c83524de,https://app.mode.com/editor/ecooltra706/reports/9387c83524de,[ZEUS] HQ Customer Service,ecooltra706,lluiscarreras,2024-01-21T22:48:46.040Z,874,no,9,2,mixed,,EF_postgresql; ZEUS - PRO,no
,42253151633e,https://app.mode.com/editor/ecooltra706/reports/42253151633e,Personal,ecooltra706,modecs,2024-01-26T10:23:42.045Z,870,no,2,1,pure,ZEUS - PRO,ZEUS - PRO,no
Cierres de caja,b9a35a3b0309,https://app.mode.com/editor/ecooltra706/reports/b9a35a3b0309,OB,ecooltra706,lluiscarreras,2024-02-10T20:32:46.845Z,854,no,2,1,pure,ETENDO PRO Replica lectura,ETENDO PRO Replica lectura,no
[ZEUS] Abonos y facturas,f65976774a0c,https://app.mode.com/editor/ecooltra706/reports/f65976774a0c,[ZEUS] HQ Finance,ecooltra706,fabiofacchini,2024-02-12T02:34:58.266Z,853,no,5,1,pure,ZEUS - PRO,ZEUS - PRO,no
[ZEUS] Abonos y facturas (Francia),9cea5d455adb,https://app.mode.com/editor/ecooltra706/reports/9cea5d455adb,[ZEUS] HQ Finance,ecooltra706,fabiofacchini,2024-02-12T02:34:43.851Z,853,no,2,1,pure,ZEUS - PRO,ZEUS - PRO,no
[ZEUS] Abonos y facturas (Italy),37159b7aab44,https://app.mode.com/editor/ecooltra706/reports/37159b7aab44,[ZEUS] HQ Finance,ecooltra706,fabiofacchini,2024-02-12T02:34:52.123Z,853,no,2,1,pure,ZEUS - PRO,ZEUS - PRO,no
[ZEUS] Abonos y facturas (Portugal),bf0a32478b0c,https://app.mode.com/editor/ecooltra706/reports/bf0a32478b0c,[ZEUS] HQ Finance,ecooltra706,fabiofacchini,2024-02-12T02:34:41.530Z,853,no,3,1,pure,ZEUS - PRO,ZEUS - PRO,no
H3 maps,5d2da0651bcd,https://app.mode.com/editor/ecooltra706/reports/5d2da0651bcd,Personal,ecooltra706,lluiscarreras,2024-02-15T12:47:34.976Z,849,no,4,1,pure,ZEUS - PRO,ZEUS - PRO,no
,213c25ea9ba4,https://app.mode.com/editor/ecooltra706/reports/213c25ea9ba4,Personal,ecooltra706,lluiscarreras,2024-02-18T09:34:44.269Z,847,no,1,1,pure,ZEUS - PRO,ZEUS - PRO,no
Kms por vehículo,b30ca90e6918,https://app.mode.com/editor/ecooltra706/reports/b30ca90e6918,OB,ecooltra706,fabiofacchini,2024-02-19T07:28:45.415Z,846,no,3,1,pure,ETENDO PRO Replica lectura,ETENDO PRO Replica lectura,no
,8afbb275a90e,https://app.mode.com/editor/ecooltra706/reports/8afbb275a90e,Personal,ecooltra706,lluiscarreras,2024-02-19T14:46:36.841Z,845,no,1,1,pure,ZEUS - PRO,ZEUS - PRO,no
,0936dc888d82,https://app.mode.com/editor/ecooltra706/reports/0936dc888d82,Personal,ecooltra706,lluiscarreras,2024-02-21T08:07:55.064Z,844,no,1,1,pure,ZEUS - PRO,ZEUS - PRO,no
,fe9f08ac24d7,https://app.mode.com/editor/ecooltra706/reports/fe9f08ac24d7,Personal,ecooltra706,modecs,2024-02-23T15:45:20.808Z,841,no,2,1,pure,ZEUS - PRO,ZEUS - PRO,no
Rentals per minute,b7df4c03e3ff,https://app.mode.com/editor/ecooltra706/reports/b7df4c03e3ff,Personal,ecooltra706,lluiscarreras,2024-03-08T08:54:41.905Z,828,no,5,1,pure,ZEUS - PRO,ZEUS - PRO,no
,7dfa32a1cfce,https://app.mode.com/editor/ecooltra706/reports/7dfa32a1cfce,Personal,ecooltra706,lluiscarreras,2024-03-15T08:16:26.783Z,821,no,8,2,mixed,,Snowflake; ZEUS - PRO,no
Clone of Maps of rentals from 7:00 to 9:30,52d30c104b88,https://app.mode.com/editor/ecooltra706/reports/52d30c104b88,Personal,ecooltra706,lluiscarreras,2024-03-21T09:32:51.745Z,815,no,4,1,pure,ZEUS - PRO,ZEUS - PRO,no
[ZEUS] Operations shifts,ecf46647e26b,https://app.mode.com/editor/ecooltra706/reports/ecf46647e26b,[ZEUS] City Managers,ecooltra706,lluiscarreras,2024-03-22T14:08:25.801Z,813,no,7,2,mixed,,ETENDO PRO Replica lectura; ZEUS - PRO,no
Rentals before fines,65bd314d28e4,https://app.mode.com/editor/ecooltra706/reports/65bd314d28e4,DATA,ecooltra706,lluiscarreras,2024-03-26T09:48:57.465Z,810,no,9,2,mixed,,EF_postgresql; ZEUS - PRO,no
,ea1796592c79,https://app.mode.com/editor/ecooltra706/reports/ea1796592c79,Personal,ecooltra706,lluiscarreras,2024-03-26T08:37:25.674Z,810,no,1,1,pure,ETENDO PRO Replica lectura,ETENDO PRO Replica lectura,no
,e34f0185af1b,https://app.mode.com/editor/ecooltra706/reports/e34f0185af1b,Personal,ecooltra706,lluiscarreras,2024-03-27T08:47:11.830Z,809,no,1,1,pure,ZEUS - PRO,ZEUS - PRO,no
Templates,b20639141db7,https://app.mode.com/editor/ecooltra706/reports/b20639141db7,Personal,ecooltra706,modecs,2024-03-26T14:15:38.735Z,809,no,1,1,pure,ZEUS - PRO,ZEUS - PRO,no
[Zeus] Alarms Dashboard,328e9aa075ce,https://app.mode.com/editor/ecooltra706/reports/328e9aa075ce,[ZEUS] City Managers,ecooltra706,omarimon,2024-04-26T10:26:01.233Z,779,no,2,1,pure,ZEUS - PRO,ZEUS - PRO,no
[Etendo] FF Repair Shops,619fd72c8a73,https://app.mode.com/editor/ecooltra706/reports/619fd72c8a73,[ZEUS] City Managers,ecooltra706,lluiscarreras,2024-05-09T14:13:18.660Z,765,no,2,1,pure,ETENDO PRO Replica lectura,ETENDO PRO Replica lectura,no
,4ec20b4caee3,https://app.mode.com/editor/ecooltra706/reports/4ec20b4caee3,Personal,ecooltra706,modecs,2024-05-16T11:35:39.713Z,759,no,2,1,pure,ZEUS - PRO,ZEUS - PRO,no
EXERCICI ARNAU,77bd107f2e6e,https://app.mode.com/editor/ecooltra706/reports/77bd107f2e6e,DATA,ecooltra706,omarimon,2024-05-20T11:07:09.930Z,755,no,4,1,pure,ZEUS - PRO,ZEUS - PRO,no
,93998eb338d4,https://app.mode.com/editor/ecooltra706/reports/93998eb338d4,Personal,ecooltra706,modecs,2024-06-14T13:14:32.540Z,729,no,4,1,pure,ZEUS - PRO,ZEUS - PRO,no
[ZEUS] Analysis of Automatically created Ghost rides (Fantasma),4312b858d2bd,https://app.mode.com/editor/ecooltra706/reports/4312b858d2bd,[ZEUS] HQ Customer Service,ecooltra706,omarimon,2024-06-19T13:37:12.893Z,724,no,2,1,pure,ZEUS - PRO,ZEUS - PRO,no
[ZEUS][CS] Weekly Rentals,aed6af620509,https://app.mode.com/editor/ecooltra706/reports/aed6af620509,[ZEUS] HQ Customer Service,ecooltra706,lluiscarreras,2024-07-09T10:06:39.710Z,705,no,3,1,pure,ZEUS - PRO,ZEUS - PRO,no
"[ETENDO] Contratos ""activados"" con fecha de inicio entre A y B",f88e1d8927bc,https://app.mode.com/editor/ecooltra706/reports/f88e1d8927bc,[ETENDO] B2C,ecooltra706,omarimon,2024-07-10T08:33:14.978Z,704,no,3,1,pure,ETENDO PRO Replica lectura,ETENDO PRO Replica lectura,no
[ZEUS] Daily rentals per city,f035f8d83503,https://app.mode.com/editor/ecooltra706/reports/f035f8d83503,[ZEUS] City Managers,ecooltra706,omarimon,2024-07-09T13:04:06.313Z,704,no,3,1,pure,ZEUS - PRO,ZEUS - PRO,no
,c16d25185168,https://app.mode.com/editor/ecooltra706/reports/c16d25185168,Personal,ecooltra706,modecs,2024-07-11T11:33:12.961Z,703,no,2,1,pure,ZEUS - PRO,ZEUS - PRO,no
Control Stock Baleares,67996218a732,https://app.mode.com/editor/ecooltra706/reports/67996218a732,OB,ecooltra706,fabiofacchini,2024-07-29T08:48:36.339Z,685,no,2,1,pure,Snowflake,Snowflake,no
[B2C-ST] ANALYSIS-Online bookings-Calendar units x category,70cd48ae73fd,https://app.mode.com/editor/ecooltra706/reports/70cd48ae73fd,[B2C-ST] ST reporting,ecooltra706,omarimon,2024-08-07T10:11:29.488Z,676,no,0,0,sense_queries,,,no
,eec6d378f46f,https://app.mode.com/editor/ecooltra706/reports/eec6d378f46f,Personal,ecooltra706,modecs,2024-08-08T07:30:12.902Z,675,no,1,1,pure,ZEUS - PRO,ZEUS - PRO,no
,8fda600d2eb2,https://app.mode.com/editor/ecooltra706/reports/8fda600d2eb2,Personal,ecooltra706,modecs,2024-08-08T14:53:35.966Z,674,no,1,1,pure,ZEUS - PRO,ZEUS - PRO,no
,28e128d752a5,https://app.mode.com/editor/ecooltra706/reports/28e128d752a5,Personal,ecooltra706,modecs,2024-08-13T09:47:19.060Z,670,no,11,1,pure,ZEUS - PRO,ZEUS - PRO,no
,e28d8ae27cdb,https://app.mode.com/editor/ecooltra706/reports/e28d8ae27cdb,Personal,ecooltra706,modecs,2024-08-14T09:28:54.848Z,669,no,1,1,pure,ZEUS - PRO,ZEUS - PRO,no
,5e8d3178baee,https://app.mode.com/editor/ecooltra706/reports/5e8d3178baee,Personal,ecooltra706,modecs,2024-08-23T13:48:36.888Z,659,no,2,1,pure,ZEUS - PRO,ZEUS - PRO,no
,f42f72b035ed,https://app.mode.com/editor/ecooltra706/reports/f42f72b035ed,Personal,ecooltra706,modecs,2024-08-26T12:07:31.088Z,657,no,12,1,pure,ZEUS - PRO,ZEUS - PRO,no
,337eec2650b9,https://app.mode.com/editor/ecooltra706/reports/337eec2650b9,Personal,ecooltra706,modecs,2024-08-26T14:29:15.010Z,656,no,2,1,pure,ZEUS - PRO,ZEUS - PRO,no
,2824fe5ed40b,https://app.mode.com/editor/ecooltra706/reports/2824fe5ed40b,Personal,ecooltra706,modecs,2024-09-09T13:50:40.004Z,642,no,1,1,pure,ZEUS - PRO,ZEUS - PRO,no
[B2C-ST] ALL-Online Bookings,49f2330a0862,https://app.mode.com/editor/ecooltra706/reports/49f2330a0862,[B2C-ST] ST reporting,ecooltra706,omarimon,2024-09-11T10:04:30.440Z,641,no,2,2,mixed,,ETENDO PRO Replica lectura; ZEUS - PRO,no
,ef15361b4c76,https://app.mode.com/editor/ecooltra706/reports/ef15361b4c76,Personal,ecooltra706,modecs,2024-09-13T11:23:04.987Z,639,no,1,1,pure,ZEUS - PRO,ZEUS - PRO,no
[OB] CONTRATOS_B2B/B2C_LT,ed28f92f597e,https://app.mode.com/editor/ecooltra706/reports/ed28f92f597e,OB,ecooltra706,kseniya,2024-09-19T08:39:31.098Z,633,no,4,1,pure,ETENDO PRO Replica lectura,ETENDO PRO Replica lectura,no
,6dc0291507fb,https://app.mode.com/editor/ecooltra706/reports/6dc0291507fb,Personal,ecooltra706,modecs,2024-09-19T13:15:16.604Z,632,no,1,1,pure,ZEUS - PRO,ZEUS - PRO,no
Records,525098011b6a,https://app.mode.com/editor/ecooltra706/reports/525098011b6a,Personal,ecooltra706,omarimon,2024-09-21T10:34:04.390Z,631,no,2,1,pure,Snowflake,Snowflake,no
[WIP] Dynamic Heatmap,4ee02d3506a2,https://app.mode.com/editor/ecooltra706/reports/4ee02d3506a2,DATA,ecooltra706,fabiofacchini,2024-09-26T12:54:38.131Z,625,no,3,1,pure,Snowflake,Snowflake,no
,cf9d93894c87,https://app.mode.com/editor/ecooltra706/reports/cf9d93894c87,Personal,ecooltra706,modecs,2024-10-09T10:42:34.634Z,613,no,2,1,pure,ZEUS - PRO,ZEUS - PRO,no
,562fe7f68edf,https://app.mode.com/editor/ecooltra706/reports/562fe7f68edf,Personal,ecooltra706,modecs,2024-10-14T10:12:54.915Z,608,no,2,1,pure,ZEUS - PRO,ZEUS - PRO,no
,8893255b9fb2,https://app.mode.com/editor/ecooltra706/reports/8893255b9fb2,Personal,ecooltra706,modecs,2024-10-16T07:26:08.947Z,606,no,6,1,pure,ZEUS - PRO,ZEUS - PRO,no
,167339597265,https://app.mode.com/editor/ecooltra706/reports/167339597265,Personal,ecooltra706,modecs,2024-10-18T15:00:21.670Z,603,no,2,1,pure,ZEUS - PRO,ZEUS - PRO,no
,d8d789e7ff88,https://app.mode.com/editor/ecooltra706/reports/d8d789e7ff88,Personal,ecooltra706,modecs,2024-10-22T15:51:33.007Z,599,no,1,1,pure,ZEUS - PRO,ZEUS - PRO,no
[ZEUS] Vehicles with 3+ Unprocessed Problem Reports,17578107ad6b,https://app.mode.com/editor/ecooltra706/reports/17578107ad6b,++ aSlack reports,ecooltra706,omarimon,2024-11-04T03:27:10.710Z,587,no,3,1,pure,ZEUS - PRO,ZEUS - PRO,no
,1e0011f1dbcf,https://app.mode.com/editor/ecooltra706/reports/1e0011f1dbcf,Personal,ecooltra706,modecs,2024-11-07T12:17:58.166Z,584,no,7,1,pure,ZEUS - PRO,ZEUS - PRO,no
[WEEKLY DASHB] [ZEUS] [OFFICIAL] PROBLEM REPORTS,34370bb675e4,https://app.mode.com/editor/ecooltra706/reports/34370bb675e4,Personal,ecooltra706,modecs,2024-11-10T13:44:14.425Z,580,no,6,1,pure,ZEUS - PRO,ZEUS - PRO,no
,15795b55adfc,https://app.mode.com/editor/ecooltra706/reports/15795b55adfc,Personal,ecooltra706,modecs,2024-11-12T11:49:47.615Z,579,no,1,1,pure,ZEUS - PRO,ZEUS - PRO,no
Filter rentals by date,1031a58e66d2,https://app.mode.com/editor/ecooltra706/reports/1031a58e66d2,Personal,ecooltra706,omarimon,2024-11-20T15:21:01.996Z,570,no,1,1,pure,Snowflake,Snowflake,no
[ETENDO] PART 4 - Amortizaciones - Listado errores,3405a93d47dd,https://app.mode.com/editor/ecooltra706/reports/3405a93d47dd,[ETENDO] Amortizations,ecooltra706,omarimon,2024-11-25T09:04:26.588Z,566,no,3,1,pure,ETENDO PRO Replica lectura,ETENDO PRO Replica lectura,no
[ETENDO] PART 3 - Amortizaciones - Listado errores,24b300d07fd5,https://app.mode.com/editor/ecooltra706/reports/24b300d07fd5,[ETENDO] Amortizations,ecooltra706,omarimon,2024-11-25T09:05:00.549Z,566,no,7,1,pure,ETENDO PRO Replica lectura,ETENDO PRO Replica lectura,no
[ETENDO] PART 2 - Amortizaciones - Listado errores,7f6140fd4a25,https://app.mode.com/editor/ecooltra706/reports/7f6140fd4a25,[ETENDO] Amortizations,ecooltra706,omarimon,2024-11-25T09:04:38.129Z,566,no,8,1,pure,ETENDO PRO Replica lectura,ETENDO PRO Replica lectura,no
[231110] WIP-Amortización de Activos,02999fff9f4e,https://app.mode.com/editor/ecooltra706/reports/02999fff9f4e,[ETENDO] Amortizations,ecooltra706,omarimon,2024-11-25T10:57:10.747Z,566,no,12,1,pure,Snowflake,Snowflake,no
Automatic sync (monthly subscription),64b5665229ef,https://app.mode.com/editor/ecooltra706/reports/64b5665229ef,IT,ecooltra706,lluiscarreras,2025-01-08T08:40:44.655Z,522,no,4,2,mixed,,EF_postgresql_backup; ZEUS - PRO,no
PACKS since 25/11/2024,204578b17e5f,https://app.mode.com/editor/ecooltra706/reports/204578b17e5f,Personal,ecooltra706,omarimon,2025-01-20T08:13:37.164Z,510,no,3,1,pure,ZEUS - PRO,ZEUS - PRO,no
[B2C-ST] Raw data of online bookings,da78b7968f29,https://app.mode.com/editor/ecooltra706/reports/da78b7968f29,[B2C-ST] ST reporting,ecooltra706,omarimon,2025-02-03T19:58:53.386Z,495,no,1,1,pure,ETENDO PRO Replica lectura,ETENDO PRO Replica lectura,no
[ZEUS] VEHICLES WITH RENTALS WITH 0 METRES,60ea2d3fbd73,https://app.mode.com/editor/ecooltra706/reports/60ea2d3fbd73,[ZEUS] City Managers,ecooltra706,omarimon,2025-02-18T08:32:57.504Z,481,no,2,1,pure,ZEUS - PRO,ZEUS - PRO,no
,0376a5f4c90b,https://app.mode.com/editor/ecooltra706/reports/0376a5f4c90b,Personal,ecooltra706,pulgarin2024,2025-02-27T09:43:03.526Z,472,no,1,1,pure,Snowflake,Snowflake,no
Alertas superset,367cc6b3cc10,https://app.mode.com/editor/ecooltra706/reports/367cc6b3cc10,Personal,ecooltra706,pulgarin2024,2025-02-28T13:57:37.845Z,470,no,1,1,pure,ZEUS - PRO,ZEUS - PRO,no
,b1cf668edbdf,https://app.mode.com/editor/ecooltra706/reports/b1cf668edbdf,Personal,ecooltra706,pulgarin2024,2025-03-03T09:43:39.150Z,468,no,1,1,pure,ETENDO PRO Replica lectura,ETENDO PRO Replica lectura,no
,cdb3c20f6f3c,https://app.mode.com/editor/ecooltra706/reports/cdb3c20f6f3c,Personal,ecooltra706,pulgarin2024,2025-03-05T15:22:19.562Z,465,no,1,1,pure,ZEUS - PRO,ZEUS - PRO,no
,8cc2d376b97a,https://app.mode.com/editor/ecooltra706/reports/8cc2d376b97a,Personal,ecooltra706,pulgarin2024,2025-03-07T16:18:04.388Z,463,no,1,1,pure,ETENDO PRO Replica lectura,ETENDO PRO Replica lectura,no
,2ec2568c39c2,https://app.mode.com/editor/ecooltra706/reports/2ec2568c39c2,Personal,ecooltra706,pulgarin2024,2025-03-11T16:51:21.920Z,459,no,1,1,pure,ETENDO PRO Replica lectura,ETENDO PRO Replica lectura,no
,5ef098c0d4db,https://app.mode.com/editor/ecooltra706/reports/5ef098c0d4db,Personal,ecooltra706,pulgarin2024,2025-03-13T15:33:48.387Z,457,no,1,1,pure,ZEUS - PRO,ZEUS - PRO,no
,6c934f964b84,https://app.mode.com/editor/ecooltra706/reports/6c934f964b84,Personal,ecooltra706,pulgarin2024,2025-03-14T13:52:57.081Z,456,no,1,1,pure,ETENDO PRO Replica lectura,ETENDO PRO Replica lectura,no
,72a8d768b9e0,https://app.mode.com/editor/ecooltra706/reports/72a8d768b9e0,Personal,ecooltra706,pulgarin2024,2025-03-18T13:00:13.723Z,452,no,1,1,pure,ZEUS - PRO,ZEUS - PRO,no
,2f301f66da45,https://app.mode.com/editor/ecooltra706/reports/2f301f66da45,Personal,ecooltra706,pulgarin2024,2025-03-31T15:48:43.919Z,439,no,1,1,pure,ETENDO PRO Replica lectura,ETENDO PRO Replica lectura,no
,389c9e1d4f52,https://app.mode.com/editor/ecooltra706/reports/389c9e1d4f52,Personal,ecooltra706,pulgarin2024,2025-04-03T09:55:58.155Z,437,no,1,1,pure,ETENDO PRO Replica lectura,ETENDO PRO Replica lectura,no
